experience_years,course_grades,projects_completed,extracurriculars,job_offer,C++,Data Analysis,Java,Machine Learning,Python,SQL
1,62.69,2,1,1,0,0,1,0,0,0
0,68.2,4,2,1,0,0,0,0,0,1
1,98.97,1,4,1,1,0,0,0,0,0
4,87.73,8,4,1,2,0,0,0,0,2
0,82.46,8,0,0,0,0,2,0,0,2
3,74.68,3,3,0,0,2,0,0,2,0
2,61.78,1,2,1,3,3,3,0,0,0
0,74.77,9,3,1,1,0,0,0,0,0
4,79.96,7,0,1,0,0,0,0,1,0
0,68.46,3,4,1,3,0,0,3,0,3
1,66.93,4,3,1,0,3,0,3,0,3
5,80.34,3,0,0,3,3,3,0,0,0
0,83.44,1,3,0,3,3,0,0,0,3
3,69.6,5,4,1,0,0,0,0,0,1
0,83.5,0,2,1,0,3,3,0,3,0
2,96.01,7,1,0,0,0,3,0,3,3
0,78.93,0,4,1,0,3,0,0,3,3
5,94.3,4,3,0,0,3,3,0,0,3
1,97.09,8,2,1,0,2,0,0,0,2
0,63.7,0,1,0,3,3,3,0,0,0
3,63.83,9,0,0,0,0,0,1,0,0
4,79.04,6,2,0,0,0,3,3,3,0
0,83.52,6,4,1,2,0,2,0,0,0
0,77.04,4,3,1,0,0,0,0,1,0
2,73.06,3,1,0,0,2,0,0,0,2
3,85.64,8,2,0,0,2,0,0,2,0
5,60.08,4,1,0,2,2,0,0,0,0
4,98.72,0,1,1,0,0,2,2,0,0
1,69.28,8,2,0,0,0,0,0,0,1
0,96.68,4,3,0,0,0,0,0,1,0
5,64.36,8,0,1,0,2,0,2,0,0
4,69.52,7,2,0,0,2,0,2,0,0
1,69.39,9,0,1,0,0,0,2,0,2
5,99.85,6,1,0,0,0,0,0,1,0
3,60.18,5,1,1,0,1,0,0,0,0
3,85.59,8,3,0,0,0,0,0,0,1
4,94.79,3,2,1,0,0,0,1,0,0
1,86.89,4,2,1,0,0,2,0,0,2
3,74.51,0,4,1,2,2,0,0,0,0
4,98.33,6,3,1,0,0,0,2,2,0
3,95.74,5,2,0,0,0,0,0,1,0
3,77.36,6,1,1,0,0,0,3,3,3
5,82.93,0,3,0,0,0,0,0,1,0
5,98.7,6,4,1,3,3,0,3,0,0
3,99.3,6,4,0,0,0,0,0,1,0
2,77.99,7,1,1,0,0,2,2,0,0
5,93.89,1,2,0,0,0,0,0,0,1
1,72.08,0,1,0,0,0,0,0,1,0
4,74.87,0,4,0,2,0,2,0,0,0
4,66.59,7,3,0,2,0,0,2,0,0
1,68.37,6,2,1,0,1,0,0,0,0
1,86.27,8,1,0,0,0,0,0,1,0
1,80.43,1,2,1,0,0,0,2,2,0
1,69.25,3,3,0,3,0,0,3,3,0
0,76.12,7,4,1,3,3,0,0,0,3
4,74.93,5,1,1,0,0,2,0,0,2
0,99.49,1,4,1,2,0,0,0,2,0
3,94.14,9,1,0,0,2,0,2,0,0
3,75.52,1,2,1,3,0,3,0,3,0
4,96.56,6,0,0,0,3,3,3,0,0
3,73.71,8,1,1,0,0,0,3,3,3
1,86.72,7,1,0,0,1,0,0,0,0
0,98.67,1,4,0,3,0,3,0,3,0
1,75.61,2,0,0,0,0,0,0,1,0
3,87.2,7,0,0,0,0,1,0,0,0
5,71.84,3,0,1,0,0,1,0,0,0
0,70.65,5,0,1,3,0,0,3,0,3
1,82.97,1,3,0,0,0,3,0,3,3
4,99.17,0,2,0,0,0,0,0,0,1
1,78.13,5,1,0,0,3,0,0,3,3
5,97.51,7,2,0,0,0,0,0,1,0
3,96.57,4,2,0,2,2,0,0,0,0
0,70.15,0,2,1,0,0,0,0,1,0
4,76.07,9,2,1,0,0,0,0,2,2
0,85.73,1,3,1,0,2,0,2,0,0
4,80.72,2,4,1,0,0,3,3,3,0
0,63.84,1,3,1,2,0,2,0,0,0
3,99.75,8,1,1,0,1,0,0,0,0
4,90.11,9,0,0,0,3,3,3,0,0
2,77.51,1,4,0,0,0,0,0,0,1
0,84.73,2,1,1,0,0,0,0,1,0
0,63.5,8,0,0,0,0,2,2,0,0
1,79.81,2,3,1,0,0,1,0,0,0
4,97.23,7,2,0,0,0,3,0,3,3
5,95.86,7,1,0,0,0,2,0,2,0
2,73.5,2,2,0,0,1,0,0,0,0
3,81.25,9,2,1,0,3,0,3,3,0
1,87.9,9,2,0,0,0,1,0,0,0
2,73.6,2,4,0,0,0,0,2,0,2
4,62.6,7,0,1,0,0,1,0,0,0
2,80.22,2,2,0,0,0,3,3,3,0
0,84.07,3,1,1,0,3,3,0,0,3
0,60.23,4,4,0,3,0,3,0,3,0
1,63.82,6,0,1,0,0,1,0,0,0
4,68.29,0,1,1,0,3,0,3,0,3
4,73.92,7,4,0,0,2,0,0,0,2
2,81.64,2,4,1,0,2,2,0,0,0
1,71.75,6,0,0,0,0,2,2,0,0
4,71.05,9,2,1,0,2,0,0,0,2
5,94.77,2,1,0,3,3,0,0,3,0
5,65.8,8,3,0,0,0,0,0,0,1
0,79.82,9,2,1,3,3,0,3,0,0
2,98.11,4,3,0,0,0,0,0,0,1
3,85.0,2,1,1,0,1,0,0,0,0
0,88.69,2,3,0,0,1,0,0,0,0
1,77.25,3,3,1,3,0,3,0,0,3
4,60.8,4,0,1,2,2,0,0,0,0
0,85.85,4,0,0,0,0,3,3,0,3
3,85.28,7,0,1,0,0,0,1,0,0
3,64.42,9,3,1,0,0,2,0,0,2
5,78.49,5,3,0,0,0,0,0,2,2
1,96.61,4,4,1,3,0,3,3,0,0
0,68.2,1,4,0,0,0,0,2,0,2
2,78.44,4,0,0,0,0,0,0,0,1
0,78.44,6,4,0,2,0,2,0,0,0
5,92.43,2,2,0,0,0,2,2,0,0
3,92.98,6,4,1,0,0,0,1,0,0
1,90.37,0,4,1,2,0,0,0,0,2
1,74.62,5,2,1,0,0,0,0,0,1
2,62.88,0,2,1,0,0,2,0,0,2
1,73.98,6,1,1,1,0,0,0,0,0
5,87.19,5,3,0,0,3,3,0,0,3
5,88.11,9,3,1,2,0,0,0,0,2
5,98.6,0,0,0,2,0,0,0,0,2
1,78.15,8,1,0,0,3,3,0,0,3
1,85.3,4,1,1,3,0,3,3,0,0
5,81.57,6,1,0,0,3,0,3,0,3
1,66.02,0,1,1,0,3,3,0,0,3
1,78.45,7,4,0,0,1,0,0,0,0
3,81.79,7,1,1,2,0,0,2,0,0
0,98.03,8,0,1,0,0,0,0,0,1
4,74.66,1,3,1,0,0,0,0,0,1
1,99.2,5,1,1,0,0,2,0,2,0
4,81.69,9,3,0,3,3,3,0,0,0
4,69.7,4,2,0,0,3,3,3,0,0
3,67.67,5,0,0,0,0,2,0,0,2
1,65.67,4,2,1,3,3,0,0,0,3
5,78.12,0,1,0,3,3,3,0,0,0
4,60.88,1,4,0,3,0,0,3,3,0
1,77.8,2,4,0,1,0,0,0,0,0
2,99.54,6,0,1,0,0,3,3,0,3
5,86.8,9,1,0,3,0,3,3,0,0
2,90.39,8,1,0,0,3,0,3,3,0
2,64.76,1,1,1,0,0,0,0,2,2
4,78.92,9,1,0,0,1,0,0,0,0
2,71.45,0,0,1,3,3,0,0,3,0
3,95.76,0,0,0,3,3,3,0,0,0
3,67.25,3,0,0,0,0,0,0,1,0
4,78.35,8,4,0,0,0,0,0,1,0
1,83.52,3,1,1,2,0,2,0,0,0
0,80.56,2,2,1,1,0,0,0,0,0
1,93.21,9,3,0,1,0,0,0,0,0
1,69.26,7,0,1,0,0,3,3,3,0
1,75.1,8,0,1,0,2,0,2,0,0
1,91.68,4,4,1,2,0,0,2,0,0
5,81.12,1,4,1,0,0,3,3,3,0
0,76.08,3,3,1,0,2,0,0,0,2
5,61.18,9,4,0,0,3,3,0,3,0
2,90.14,7,0,0,0,0,0,0,0,1
1,98.89,1,1,1,0,0,2,2,0,0
3,84.81,8,1,1,2,2,0,0,0,0
4,94.26,4,4,1,0,0,0,0,0,1
4,80.68,6,3,1,0,0,3,3,0,3
5,69.27,4,1,0,0,2,0,0,0,2
5,60.58,2,0,0,2,0,2,0,0,0
3,86.14,1,1,0,0,0,0,1,0,0
1,79.72,2,3,1,1,0,0,0,0,0
0,91.28,1,4,0,0,1,0,0,0,0
2,87.79,1,2,1,0,0,0,3,3,3
4,99.52,1,1,0,1,0,0,0,0,0
2,80.41,1,0,1,0,0,0,3,3,3
0,77.09,7,3,0,3,0,3,0,3,0
5,71.47,4,1,1,3,3,0,0,0,3
4,79.07,8,2,0,0,0,0,1,0,0
2,94.91,4,4,0,2,0,0,0,2,0
5,61.7,0,1,1,0,2,0,2,0,0
0,99.12,7,3,0,0,0,1,0,0,0
2,99.73,2,1,1,0,0,2,2,0,0
1,83.91,9,4,0,0,0,0,0,1,0
5,73.26,9,3,0,1,0,0,0,0,0
0,68.92,1,2,1,0,0,1,0,0,0
2,71.06,5,0,1,0,0,0,2,2,0
1,62.0,3,4,1,1,0,0,0,0,0
1,79.0,3,1,1,0,0,3,3,0,3
0,62.29,8,2,1,0,3,0,3,3,0
3,88.74,9,3,1,0,0,1,0,0,0
4,74.88,7,3,0,0,0,0,0,0,1
0,67.97,2,3,1,2,0,2,0,0,0
1,81.79,8,1,0,3,3,3,0,0,0
1,98.95,0,4,0,0,0,0,3,3,3
0,87.81,6,2,0,0,0,0,2,2,0
3,79.67,6,3,1,0,3,0,0,3,3
4,91.08,1,0,0,3,3,0,0,3,0
2,89.5,6,4,1,0,0,2,2,0,0
0,95.67,6,2,1,0,0,0,0,1,0
4,68.19,8,2,0,0,0,0,2,2,0
4,94.36,5,3,0,1,0,0,0,0,0
5,72.04,9,0,1,0,0,0,0,0,1
1,97.64,9,3,0,0,3,0,3,3,0
2,71.24,8,4,1,0,0,0,0,1,0
0,97.07,2,1,0,0,2,2,0,0,0
1,98.55,7,4,0,0,0,1,0,0,0
5,65.82,3,0,1,3,3,0,3,0,0
5,98.98,0,1,0,1,0,0,0,0,0
1,63.43,6,2,1,0,3,0,3,3,0
3,68.74,2,3,0,0,0,0,0,0,1
4,77.77,3,4,0,0,0,0,0,1,0
0,99.74,2,3,0,0,0,0,0,0,1
0,79.54,5,4,1,0,3,0,3,0,3
0,82.02,9,3,0,0,0,3,0,3,3
1,87.78,0,1,0,0,0,0,0,0,1
3,98.73,9,3,0,0,0,0,0,1,0
2,91.33,6,0,0,2,0,0,0,2,0
5,68.97,9,0,0,3,3,0,0,3,0
1,72.12,7,3,0,3,0,3,0,3,0
2,63.91,2,2,1,0,0,0,0,1,0
5,85.78,8,0,1,2,0,0,0,2,0
5,67.23,1,4,0,3,3,0,0,3,0
3,70.3,9,3,1,0,0,1,0,0,0
4,95.52,9,3,0,0,0,0,3,3,3
0,73.07,8,0,0,0,0,1,0,0,0
2,82.67,4,2,1,2,0,0,0,2,0
1,75.9,5,4,0,0,0,0,1,0,0
2,62.96,1,0,1,0,3,0,0,3,3
4,74.51,4,0,0,0,0,0,0,1,0
0,76.32,5,1,1,0,0,0,1,0,0
2,95.83,4,0,1,0,2,0,0,0,2
4,72.98,3,4,0,2,0,2,0,0,0
1,75.17,7,1,1,0,0,3,3,3,0
3,91.32,1,2,0,2,0,0,2,0,0
5,90.36,0,2,0,2,2,0,0,0,0
1,91.93,1,0,1,2,0,2,0,0,0
0,98.15,3,4,0,0,3,3,0,3,0
5,91.82,0,2,0,0,1,0,0,0,0
1,76.3,8,4,0,0,0,0,2,0,2
1,92.86,0,4,0,0,1,0,0,0,0
1,80.35,4,1,1,0,0,0,2,2,0
1,71.11,7,0,0,0,2,2,0,0,0
5,72.12,8,4,0,0,0,3,0,3,3
0,68.95,8,4,1,0,2,0,0,2,0
4,65.8,7,4,1,0,0,3,0,3,3
2,67.38,5,0,1,0,0,0,0,0,1
3,62.53,5,1,1,1,0,0,0,0,0
2,95.54,8,4,0,3,3,3,0,0,0
2,97.24,1,3,0,2,0,0,0,2,0
3,83.47,2,1,0,0,3,0,3,0,3
5,93.62,5,0,0,0,0,0,0,0,1
0,67.34,7,2,0,0,1,0,0,0,0
3,96.07,6,4,1,0,2,0,0,0,2
0,80.25,7,3,1,0,0,0,0,1,0
5,62.69,4,2,0,0,1,0,0,0,0
2,65.65,8,2,0,2,0,0,0,0,2
0,72.36,5,4,1,3,0,0,0,3,3
5,61.74,9,4,1,3,0,0,3,0,3
5,72.37,1,2,0,0,0,0,2,0,2
4,62.4,5,3,0,0,3,3,3,0,0
3,69.44,3,1,0,0,0,0,0,1,0
4,70.63,4,4,0,0,0,0,2,2,0
2,99.77,4,4,0,3,3,0,0,0,3
3,69.42,0,0,1,2,0,0,0,0,2
2,69.57,9,4,1,0,0,0,0,0,1
4,87.47,4,0,1,0,0,0,2,0,2
5,94.37,9,2,1,0,0,1,0,0,0
2,75.48,8,3,0,0,2,0,0,2,0
3,95.02,7,0,0,2,0,2,0,0,0
3,73.61,7,0,1,0,0,2,0,0,2
2,67.88,2,1,0,0,0,0,0,2,2
3,73.19,8,2,1,2,0,0,0,2,0
5,84.37,8,0,1,0,2,0,0,2,0
5,74.69,9,0,1,0,0,0,0,0,1
3,86.92,6,2,1,0,0,3,0,3,3
2,69.48,5,4,0,1,0,0,0,0,0
4,88.04,8,3,0,3,3,3,0,0,0
3,73.9,5,2,1,0,0,0,2,2,0
3,78.23,2,1,0,0,2,0,0,2,0
3,82.31,5,1,0,0,1,0,0,0,0
3,87.45,1,3,1,2,0,0,2,0,0
2,69.55,1,1,1,0,3,0,0,3,3
4,93.44,6,2,1,0,0,2,2,0,0
4,88.87,7,4,1,0,0,0,0,1,0
0,69.36,6,1,1,2,0,2,0,0,0
3,99.0,4,2,1,0,0,0,1,0,0
3,86.59,3,1,0,0,3,0,0,3,3
0,78.1,7,0,0,0,3,3,3,0,0
4,66.3,8,0,1,0,0,0,1,0,0
1,81.33,6,4,1,0,0,1,0,0,0
5,66.59,0,0,1,0,0,0,1,0,0
1,77.18,3,0,0,0,0,0,0,0,1
4,76.35,3,1,0,0,0,0,1,0,0
3,88.8,9,1,1,2,0,0,0,0,2
1,67.7,2,3,1,0,0,0,1,0,0
2,92.87,3,4,1,0,0,0,0,0,1
2,73.05,8,0,0,0,3,0,3,0,3
0,77.76,0,3,1,0,0,0,0,1,0
4,90.89,1,1,0,0,2,0,0,2,0
4,85.02,6,3,1,3,0,0,3,0,3
1,72.32,8,0,1,0,0,3,0,3,3
3,75.45,6,3,1,0,1,0,0,0,0
4,72.23,0,2,1,0,0,1,0,0,0
1,83.79,6,4,1,0,2,0,0,2,0
1,73.3,5,0,0,0,0,2,0,0,2
5,89.03,0,2,1,0,2,2,0,0,0
5,83.19,0,3,0,0,3,3,3,0,0
4,65.83,1,0,1,1,0,0,0,0,0
1,72.41,5,3,0,0,0,0,0,2,2
0,68.86,3,4,0,0,0,0,2,2,0
0,75.61,3,4,0,3,0,3,3,0,0
5,80.64,5,1,1,0,0,1,0,0,0
4,80.27,8,2,0,0,3,0,3,3,0
3,90.18,0,4,1,0,0,0,2,2,0
0,67.57,1,2,1,0,2,0,0,0,2
0,97.86,7,3,0,0,0,0,0,0,1
5,73.71,7,2,1,0,0,0,1,0,0
5,72.01,5,0,0,0,0,2,2,0,0
4,87.41,5,1,0,0,1,0,0,0,0
5,92.22,7,2,0,2,0,0,0,0,2
2,75.14,1,2,0,3,3,0,0,0,3
1,89.87,1,4,0,0,3,3,0,3,0
0,95.35,0,0,0,0,0,0,0,1,0
2,90.67,5,4,1,0,3,3,3,0,0
3,61.37,5,2,0,1,0,0,0,0,0
2,93.09,5,3,1,0,0,0,0,0,1
4,90.98,1,4,0,0,0,0,2,2,0
3,86.77,6,4,1,3,0,3,0,3,0
3,90.4,2,0,1,0,3,3,0,3,0
5,99.18,0,4,0,3,0,0,3,0,3
2,77.24,0,4,0,0,1,0,0,0,0
4,62.69,8,1,0,0,2,0,2,0,0
0,78.44,2,2,0,0,0,0,0,0,1
5,61.86,7,0,0,0,0,0,2,0,2
2,71.77,9,4,0,2,0,0,0,0,2
0,83.48,6,2,1,0,0,0,3,3,3
2,72.38,1,0,0,0,0,3,0,3,3
5,87.42,1,4,1,2,0,0,2,0,0
0,92.88,3,3,1,0,3,0,0,3,3
5,76.82,1,1,1,0,0,2,2,0,0
2,96.01,4,0,1,3,0,0,3,3,0
3,63.19,9,3,1,0,2,0,0,2,0
1,93.6,6,0,0,2,0,0,0,0,2
3,93.14,1,0,0,0,2,2,0,0,0
5,72.88,8,1,1,0,2,0,0,0,2
5,71.95,0,3,0,0,2,0,0,2,0
5,72.2,1,4,1,0,0,2,0,0,2
0,92.46,6,2,1,2,0,0,0,2,0
4,93.27,4,3,0,1,0,0,0,0,0
5,73.19,0,0,1,0,0,0,3,3,3
3,83.7,3,3,1,0,0,3,3,3,0
1,65.56,7,2,1,0,0,2,0,2,0
5,78.75,4,3,0,3,0,3,0,0,3
5,99.95,1,2,0,3,0,3,3,0,0
5,66.35,8,1,0,3,0,0,3,0,3
0,97.9,0,0,0,2,0,0,0,0,2
5,92.97,0,4,1,0,0,2,0,0,2
3,98.89,9,3,1,0,0,0,1,0,0
2,67.18,4,1,0,0,2,2,0,0,0
4,68.54,8,3,0,0,1,0,0,0,0
5,60.67,5,1,1,0,0,0,0,0,1
0,88.99,4,2,1,0,0,1,0,0,0
3,85.76,5,1,0,0,0,0,2,2,0
5,67.12,5,2,1,0,0,0,0,0,1
0,91.65,8,1,1,1,0,0,0,0,0
2,71.97,8,3,1,0,0,3,0,3,3
1,65.4,4,4,1,0,3,3,0,0,3
5,76.9,3,0,0,0,0,0,2,2,0
3,63.64,0,4,1,0,0,0,2,0,2
0,70.53,5,1,1,2,0,0,0,0,2
0,74.85,6,2,0,3,0,3,0,3,0
5,94.07,6,3,0,2,0,0,2,0,0
0,91.7,0,0,1,0,0,1,0,0,0
1,77.71,5,0,0,0,0,2,0,0,2
0,88.98,7,3,0,0,0,2,0,2,0
4,82.75,2,1,0,0,0,1,0,0,0
4,73.63,0,0,0,0,0,3,3,0,3
0,89.03,6,3,1,0,3,0,3,0,3
5,87.34,3,1,0,0,0,1,0,0,0
4,84.76,4,3,1,0,0,0,0,0,1
3,84.72,1,0,0,3,0,3,3,0,0
4,87.32,6,4,0,0,0,0,0,1,0
0,75.38,0,0,0,0,0,2,0,2,0
5,94.76,3,0,0,3,3,3,0,0,0
2,66.49,7,4,0,0,3,0,3,3,0
5,95.36,6,1,1,0,0,2,0,2,0
5,73.69,6,3,1,0,0,2,0,0,2
5,65.0,6,1,0,0,3,3,0,3,0
3,84.0,4,1,1,2,0,0,0,2,0
1,75.04,9,3,1,0,0,2,2,0,0
0,92.62,2,1,1,0,0,0,0,0,1
1,77.23,9,2,1,0,3,3,3,0,0
2,86.74,6,0,0,2,0,0,2,0,0
1,72.33,7,2,1,1,0,0,0,0,0
0,68.38,6,3,0,1,0,0,0,0,0
0,75.52,5,4,0,0,0,1,0,0,0
2,84.27,8,4,1,0,0,2,0,2,0
0,86.28,5,3,0,0,0,1,0,0,0
2,83.13,4,3,1,0,0,3,3,3,0
2,99.52,5,1,0,0,0,0,2,0,2
0,87.64,9,0,1,0,0,1,0,0,0
4,97.26,3,2,0,0,0,0,0,1,0
2,64.72,5,3,0,0,0,0,2,2,0
0,62.45,3,4,0,0,0,0,0,1,0
4,72.44,4,0,1,0,3,3,3,0,0
2,65.46,5,0,1,0,0,2,2,0,0
4,81.03,0,1,1,2,0,0,2,0,0
3,80.76,5,4,1,0,0,0,1,0,0
5,83.0,5,0,1,0,0,0,0,1,0
3,89.81,0,4,1,0,1,0,0,0,0
4,98.85,6,2,0,0,0,1,0,0,0
2,95.13,9,4,1,3,0,0,3,0,3
0,64.73,4,0,1,1,0,0,0,0,0
1,73.54,7,4,1,0,0,1,0,0,0
0,70.23,4,4,1,2,0,0,0,0,2
1,67.07,9,4,0,3,0,0,0,3,3
1,81.79,4,0,1,0,0,0,2,0,2
2,82.13,1,2,1,0,1,0,0,0,0
4,69.09,3,4,1,0,2,0,2,0,0
0,88.48,3,2,0,0,0,1,0,0,0
4,89.32,9,0,0,0,0,0,0,0,1
3,60.84,9,3,0,0,2,2,0,0,0
2,75.83,7,4,1,0,1,0,0,0,0
2,95.61,2,2,0,0,0,0,0,1,0
3,80.81,0,4,0,2,2,0,0,0,0
0,73.91,6,1,0,0,0,0,2,2,0
5,70.15,8,1,0,2,0,0,0,0,2
3,69.73,5,0,1,2,0,0,0,0,2
0,63.99,1,2,0,1,0,0,0,0,0
1,92.69,1,2,0,0,1,0,0,0,0
2,63.47,0,4,1,0,0,0,1,0,0
0,71.69,5,1,1,0,0,2,0,0,2
4,61.83,7,4,0,0,3,0,3,3,0
4,91.26,0,4,1,3,3,0,3,0,0
2,61.57,0,0,0,2,2,0,0,0,0
3,72.33,0,3,1,0,0,0,0,2,2
5,82.93,9,0,1,0,1,0,0,0,0
3,76.38,4,0,1,2,2,0,0,0,0
0,71.29,6,0,1,0,0,1,0,0,0
3,71.01,3,4,1,0,0,0,1,0,0
2,91.91,0,4,0,0,0,0,1,0,0
0,98.96,0,4,1,0,1,0,0,0,0
1,73.92,9,4,1,3,0,0,0,3,3
3,61.57,2,1,1,0,2,0,0,2,0
3,61.46,4,2,1,0,0,3,3,3,0
5,90.37,4,1,1,0,0,1,0,0,0
0,82.09,8,2,1,0,1,0,0,0,0
4,91.34,8,4,1,1,0,0,0,0,0
3,87.9,8,1,1,0,2,0,2,0,0
2,96.3,7,2,0,3,3,0,0,3,0
3,95.43,8,3,0,3,3,3,0,0,0
5,91.53,7,0,0,0,2,2,0,0,0
1,79.01,7,2,0,0,0,1,0,0,0
5,72.33,7,1,1,3,0,0,0,3,3
3,80.28,7,1,0,0,3,3,0,3,0
4,80.08,4,3,0,0,2,0,2,0,0
3,84.41,9,2,1,0,3,0,3,0,3
0,67.44,2,0,0,2,0,2,0,0,0
3,86.22,3,1,1,0,0,0,0,1,0
4,78.26,8,4,0,0,0,2,2,0,0
0,84.81,6,4,0,0,0,2,0,2,0
2,69.58,8,2,0,0,0,0,0,1,0
0,77.38,6,3,0,3,0,3,0,0,3
5,68.41,7,0,0,0,0,0,1,0,0
1,95.01,2,2,1,0,3,3,3,0,0
5,79.52,7,2,0,0,3,3,0,3,0
0,69.0,3,0,0,0,0,0,0,0,1
2,61.65,5,1,1,0,0,0,2,0,2
3,87.03,0,4,0,3,3,0,3,0,0
0,68.59,1,1,0,0,0,2,2,0,0
5,99.58,6,3,0,1,0,0,0,0,0
0,81.35,5,0,1,0,3,0,0,3,3
0,71.56,9,1,0,0,2,0,2,0,0
0,86.31,4,2,1,0,1,0,0,0,0
2,71.01,6,2,1,2,0,0,0,0,2
4,92.81,1,3,1,0,0,3,0,3,3
4,72.33,9,3,1,0,0,3,3,3,0
0,99.53,3,0,0,0,0,0,0,0,1
2,84.21,4,1,1,3,0,0,0,3,3
2,93.78,7,2,0,0,1,0,0,0,0
0,62.91,5,0,1,2,0,0,0,0,2
5,73.93,5,0,1,1,0,0,0,0,0
5,89.5,4,2,0,0,0,2,0,0,2
1,86.2,9,1,1,0,0,1,0,0,0
0,67.77,4,4,0,0,0,2,0,0,2
1,74.25,0,3,1,0,0,2,0,0,2
5,70.54,3,1,0,1,0,0,0,0,0
5,84.53,8,4,0,2,2,0,0,0,0
0,73.78,1,4,1,2,0,0,2,0,0
1,72.36,5,2,0,2,0,0,0,0,2
1,68.3,1,4,1,3,0,0,3,0,3
0,76.36,8,3,1,3,0,3,3,0,0
1,67.82,4,0,0,0,0,0,2,0,2
3,98.5,8,1,0,0,0,0,3,3,3
5,66.18,9,3,1,2,0,2,0,0,0
4,96.53,4,4,1,2,0,0,0,2,0
2,77.14,8,0,0,3,0,3,3,0,0
1,75.11,1,0,0,2,0,0,2,0,0
1,69.25,6,4,0,0,0,2,0,2,0
2,85.43,7,3,1,3,0,3,0,3,0
1,87.42,2,4,1,2,2,0,0,0,0
2,78.7,0,1,0,0,0,0,1,0,0
0,62.23,1,0,1,0,1,0,0,0,0
3,96.74,9,2,0,0,2,0,0,2,0
3,99.21,4,0,0,3,0,3,3,0,0
5,77.24,8,4,1,0,2,0,0,0,2
4,84.55,4,4,1,0,0,0,0,1,0
1,78.01,0,2,1,0,0,0,1,0,0
4,72.88,0,2,1,0,0,0,0,0,1
0,63.09,1,0,0,0,2,0,0,0,2
3,78.24,0,4,1,0,0,1,0,0,0
0,92.74,7,0,1,0,0,1,0,0,0
0,60.68,1,3,0,2,2,0,0,0,0
1,83.28,7,4,1,0,3,0,0,3,3
0,95.23,4,0,1,2,0,0,2,0,0
3,68.7,0,4,1,0,0,2,0,0,2
4,67.33,3,4,1,0,0,0,1,0,0
3,90.89,1,1,0,0,2,0,0,2,0
1,70.2,5,0,0,0,0,2,0,2,0
3,67.68,4,4,0,0,1,0,0,0,0
2,75.12,8,2,0,0,0,3,3,3,0
4,75.7,2,2,1,2,0,0,2,0,0
2,94.96,4,1,0,0,3,3,3,0,0
2,84.74,9,4,1,0,2,2,0,0,0
5,76.24,6,0,1,0,0,0,3,3,3
1,81.38,8,0,1,2,0,0,0,2,0
0,98.16,2,2,0,2,2,0,0,0,0
2,64.53,3,3,1,1,0,0,0,0,0
3,68.31,0,4,0,1,0,0,0,0,0
0,98.5,1,1,1,3,3,3,0,0,0
3,98.29,2,1,0,0,0,0,0,1,0
3,67.09,9,4,0,0,0,0,0,1,0
0,65.8,6,4,0,0,0,1,0,0,0
0,76.84,6,1,0,0,0,0,0,1,0
3,61.99,0,1,1,0,3,0,3,0,3
1,86.2,8,0,0,3,0,3,0,0,3
4,63.1,2,1,0,0,0,2,2,0,0
5,62.32,2,2,0,0,0,1,0,0,0
4,79.41,1,1,1,2,0,0,2,0,0
1,98.31,2,1,1,0,0,0,2,2,0
5,77.07,5,2,0,0,1,0,0,0,0
0,74.26,9,2,0,3,3,0,3,0,0
5,99.92,3,4,1,0,3,3,0,3,0
3,81.28,1,1,1,0,0,0,0,2,2
4,75.01,7,2,0,0,3,0,3,0,3
5,75.43,0,0,1,0,0,2,2,0,0
3,67.8,9,3,1,0,0,0,1,0,0
1,80.49,7,2,0,2,0,0,0,0,2
5,77.55,1,3,0,0,3,0,3,3,0
3,70.83,8,1,1,0,0,1,0,0,0
1,66.42,3,0,0,0,0,0,2,0,2
0,72.45,3,0,0,0,0,0,1,0,0
1,80.35,6,4,1,0,0,0,0,0,1
1,62.33,2,4,1,0,1,0,0,0,0
4,66.15,9,1,1,0,0,0,0,1,0
3,97.91,2,2,0,0,0,0,0,0,1
5,81.71,3,0,0,2,0,0,0,2,0
4,62.54,9,1,1,0,0,0,2,0,2
2,87.72,2,1,1,0,3,0,3,3,0
1,62.47,9,2,0,0,0,0,1,0,0
2,89.55,7,0,0,0,3,0,3,3,0
4,90.0,8,0,1,0,0,0,0,2,2
3,86.04,4,0,1,0,0,0,0,0,1
4,89.29,2,4,0,0,0,0,0,0,1
3,63.52,6,0,0,0,0,0,0,1,0
3,89.07,2,3,1,2,2,0,0,0,0
0,65.47,5,2,0,0,0,3,0,3,3
1,73.58,3,0,1,0,0,2,2,0,0
4,97.71,6,2,0,0,3,0,0,3,3
3,80.12,5,2,0,3,3,3,0,0,0
4,98.7,6,3,1,2,0,0,0,0,2
4,63.56,3,0,0,0,0,0,2,2,0
3,79.1,5,2,1,0,0,0,0,1,0
5,62.5,9,0,1,0,3,0,3,3,0
2,85.21,6,3,0,0,0,0,2,0,2
1,63.15,9,4,1,2,0,0,0,0,2
1,67.01,7,4,0,1,0,0,0,0,0
5,70.35,9,4,1,0,0,0,2,0,2
0,89.95,8,4,1,0,0,0,0,1,0
5,66.56,2,1,1,3,0,3,0,3,0
0,93.87,4,2,0,3,0,3,0,3,0
0,65.28,9,1,1,0,2,0,0,2,0
5,61.41,2,0,0,0,2,0,0,2,0
1,75.8,4,4,1,2,0,0,2,0,0
2,99.18,1,0,1,2,0,0,2,0,0
